ordno,itcode,itunit,itqty,itrte,itamnt,bcamnt,itemdesc,ordte,ccode,refno,clsup,tramnt,name
190547,PRESSONTAPWD08 ,NOS  ,200.0,7.4,1480.0,1480.0,"PRESS ON TAP FLANGE WITH DAMPER GASKET BUILT OUT 8""",2019-12-23,02 ,                                                                                                                                                      ,CR00272,1480.0,CR Win Supply Of Houston                                    
190548,FLEXDUCTR60014 ,NOS  ,5.0,49.88,249.4,249.4,"ATCO FLEX DUCT R6 14""",2019-12-23,02 ,                                                                                                                                                      ,CR00136,249.4,"CR Solar Supply, Inc                                        "
200356,GLUEWATERBASE1 ,NOS  ,2.0,569.95,1139.9,1139.9,Roto-Tack Adhesive  50 gal Glue,2020-08-03,02 ,                                                                                                                                                      ,CR00136,22676.7,"CR Solar Supply, Inc                                        "
200070,SOLVENBASGT151 ,DRUM ,2.0,555.44,1110.88,1110.88,SOLVENT BASE GLUE GLASS TACK 151,2020-02-07,02 ,                                                                                                                                                      ,CR00272,1110.88,CR Win Supply Of Houston                                    
200081,STAMPELBOW9006 ,NOS  ,100.0,6.32,632.0,632.0,"STAMPED ELBOW 90 DEGREE 6""",2020-02-17,02 ,                                                                                                                                                      ,CR00265,26770.456000000002,CR DIE STAMPED PRODUCTS INC                                 
200081,STAMPELBOW9008 ,NOS  ,450.0,12.50244,5626.1,5626.1,"STAMPED ELBOW 90 DEGREE 8""",2020-02-17,02 ,                                                                                                                                                      ,CR00265,26770.456000000002,CR DIE STAMPED PRODUCTS INC                                 
200081,STAMPELBOW9010 ,NOS  ,150.0,17.6168,2642.52,2642.52,"STAMPED ELBOW 90 DEGREE 10""",2020-02-17,02 ,                                                                                                                                                      ,CR00265,26770.456000000002,CR DIE STAMPED PRODUCTS INC                                 
200081,STAMPELBOW9012 ,NOS  ,125.0,18.2,2275.0,2275.0,"STAMPED ELBOW 90 DEGREE 12""",2020-02-17,02 ,                                                                                                                                                      ,CR00265,26770.456000000002,CR DIE STAMPED PRODUCTS INC                                 
200081,STAMPELBSR9006 ,NOS  ,100.0,7.505,750.5,750.5,"STAMPED ELBOW 90 DEGREE 6"" SHORT RADIUS",2020-02-17,02 ,                                                                                                                                                      ,CR00265,26770.456000000002,CR DIE STAMPED PRODUCTS INC                                 
200081,STAMPELBSR9008 ,NOS  ,450.0,12.417769999999999,5587.996,5587.996,"STAMPED ELBOW 90 DEGREE 8"" SHORT RADIUS",2020-02-17,02 ,                                                                                                                                                      ,CR00265,26770.456000000002,CR DIE STAMPED PRODUCTS INC                                 
200081,STAMPELSBR9010 ,NOS  ,150.0,16.702270000000002,2505.34,2505.34,"STAMPED ELBOW 90 DEGREE 10"" SHORT RADIUS",2020-02-17,02 ,                                                                                                                                                      ,CR00265,26770.456000000002,CR DIE STAMPED PRODUCTS INC                                 
